date,key_rate,usd_rub,eur_rub,cny_rub,inflation,oil_price,key_rate_lag1,usd_rub_lag1,oil_price_lag1,key_rate_lag7,usd_rub_lag7,oil_price_lag7,key_rate_lag30,usd_rub_lag30,oil_price_lag30,usd_rub_change_1d,key_rate_change_1d,oil_price_change_1d,usd_rub_change_7d,key_rate_change_7d,oil_price_change_7d,usd_rub_change_30d,key_rate_change_30d,oil_price_change_30d,usd_rub_ma30,oil_price_ma30,rate_spread,oil_spread
2025-07-03,18.0,89.25888428816134,97.78466134927753,12.712795945563244,9.0,82.03553715264539,18.0,89.94252453425408,84.77009813701632,18.0,89.4356827428104,82.74273097124158,18.0,90.14761237917263,85.59044951669048,-0.7600856765282105,0.0,-3.2258556312521725,-0.1976822328929706,0.0,-0.854689965263522,-0.9858587127889562,0.0,-4.153398403815922,89.91313072765931,84.65252291063724,,-2.6169857579918556
2025-07-04,18.0,90.57583279152374,99.35706959378437,12.786078653662056,9.0,87.30333116609495,18.0,89.25888428816134,82.03553715264539,18.0,89.96454731873632,84.85818927494526,18.0,89.66027750754112,83.6411100301645,1.475425683241549,0.0,6.421356154038049,0.6794737382734617,0.0,2.8814448105029644,1.0211381332224878,0.0,4.378494181401593,89.94364923712538,84.77459694850158,,2.5287342175933674
2025-07-05,18.0,89.94894847055428,98.75302776990311,12.695330197105775,9.0,84.79579388221713,18.0,90.57583279152374,87.30333116609495,18.0,89.8324165133868,84.32966605354723,18.0,89.99398798554341,84.97595194217362,-0.6921099167946254,0.0,-2.8722126067643683,0.12972149886463225,0.0,0.5527447818587605,-0.0500472487077297,0.0,-0.2120106404681299,89.9421479199591,84.76859167983638,,0.02720220238074944
2025-07-06,18.0,90.01877653833029,99.39071702421595,12.71948675179358,9.0,85.07510615332113,18.0,89.94894847055428,84.79579388221713,18.0,89.12773355569698,81.5109342227879,18.0,89.88022207053145,84.5208882821258,0.07763077719453726,0.0,0.32939401627865017,0.9997370594827082,0.0,4.3726304507706315,0.15415456772025493,0.0,0.6557170451704009,89.94676640221905,84.78706560887622,,0.288040544444911
2025-07-07,18.0,90.20032081916992,99.13358069230623,12.528162827750384,9.0,85.80128327667967,18.0,90.01877653833029,85.07510615332113,18.0,89.6548618833814,83.61944753352559,18.0,90.2445891753189,85.97835670127559,0.2016737927584833,0.0,0.8535718098897638,0.6083986125571483,0.0,2.609244389326193,-0.049053751093020015,0.0,-0.20595116188500961,89.94529079034743,84.78116316138969,,1.0201201152899841
2025-07-08,18.0,89.60596187304816,98.77445942321322,12.422598200728018,9.0,83.42384749219266,18.0,90.20032081916992,85.80128327667967,18.0,89.90822983899177,84.63291935596708,18.0,89.41011162531275,82.64044650125098,-0.658932186409078,0.0,-2.7708627350252923,-0.3361961040551198,0.0,-1.42860706327409,0.2190470900608421,0.0,0.9479631634490504,89.9518191319386,84.8072765277544,,-1.3834290355617327
2025-07-09,18.0,90.22817798656635,98.9381092633571,12.521257888965884,9.0,85.91271194626539,18.0,89.60596187304816,83.42384749219266,18.0,89.94252453425408,84.77009813701632,18.0,89.98532414894215,84.9412965957686,0.6943914227490078,0.0,2.983396868989585,0.3175955464797875,0.0,1.3478972354169505,0.2698816056074138,0.0,1.1436314130212732,89.95991425985942,84.83965703943764,,1.0730549068277497
2025-07-10,18.0,89.81646267699091,98.91307111739899,12.707755388112512,9.0,84.26585070796364,18.0,90.22817798656635,85.91271194626539,18.0,89.25888428816134,82.03553715264539,18.0,90.19765362632467,85.79061450529866,-0.4563045810774824,0.0,-1.9169005389234939,0.6246755079634347,0.0,2.718716342611671,-0.4226173675348277,0.0,-1.7773083992082328,89.94720789488161,84.78883157952646,,-0.5229808715628224
2025-07-11,18.0,89.55170722967641,98.89577676808292,12.48251983326645,9.0,83.20682891870561,18.0,89.81646267699091,84.26585070796364,18.0,90.57583279152374,87.30333116609495,18.0,90.01651165359651,85.06604661438607,-0.29477385261390543,0.0,-1.2567627103513446,-1.130683020275991,0.0,-4.692263390953233,-0.5163546280362086,0.0,-2.185616670430801,89.93171441408428,84.72685765633712,,-1.520028737631506
2025-07-12,18.0,90.2867237466777,98.94924634647693,12.51500570631095,9.0,86.14689498671079,18.0,89.55170722967641,83.20682891870561,18.0,89.94894847055428,84.79579388221713,18.0,90.6734706221945,87.69388248877799,0.820773316042045,0.0,3.533443235623923,0.3755188713895574,0.0,1.5933586356539964,-0.4265270457422421,0.0,-1.7640768753341085,89.91882285156706,84.6752914062682,,1.47160358044259
2025-07-13,18.0,90.74583692940091,100.21109968224427,12.661317550094147,9.0,87.98334771760362,18.0,90.2867237466777,86.14689498671079,18.0,90.01877653833029,85.07510615332113,18.0,90.38701138703553,86.5480455481421,0.5085057510906932,0.0,2.1317689177028587,0.8076763748961158,0.0,3.4184401240020756,0.3969879486654282,0.0,1.6583877317751128,89.93078370297923,84.72313481191692,,3.2602129056867
2025-07-14,18.0,90.36241468674291,99.424842539781,12.626877502972546,9.0,86.44965874697166,18.0,90.74583692940091,87.98334771760362,18.0,90.20032081916992,85.80128327667967,18.0,89.99625960162963,84.98503840651851,-0.4225232315134164,0.0,-1.7431582343906404,0.17970431379945584,0.0,0.7556710640343356,0.40685589238271813,0.0,1.7233861017362573,89.942988872483,84.77195548993203,,1.6777032570396386
2025-07-15,18.0,90.46148878257021,100.03036778106836,12.691449756929288,9.0,86.84595513028086,18.0,90.36241468674291,86.44965874697166,18.0,89.60596187304816,83.42384749219266,18.0,90.10834454874883,85.43337819499534,0.10964082375484185,0.0,0.4584128949185473,0.9547656111700942,0.0,4.102073616789803,0.39191068883783764,0.0,1.653425119233165,89.95476034694371,84.81904138777487,,2.0269137425059824
2025-07-16,18.0,89.73968469671885,98.61294321635225,12.588650959611845,9.0,83.9587387868754,18.0,90.46148878257021,86.84595513028086,18.0,90.22817798656635,85.91271194626539,18.0,90.147832775741,85.591331102964,-0.7979131181294896,0.0,-3.324525982901838,-0.5413977105026224,0.0,-2.274370247574209,-0.45275417772657756,0.0,-1.9074271833962264,89.94115541097631,84.76462164390526,,-0.8058828570298573
2025-07-17,18.0,89.20119013541577,98.3119314765384,12.405348562570857,9.0,81.80476054166309,18.0,89.73968469671885,83.9587387868754,18.0,89.81646267699091,84.26585070796364,18.0,90.20164980208341,85.80659920833365,-0.6000629076455488,0.0,-2.5655200117763455,-0.6850331478627236,0.0,-2.920625788054809,-1.1091367717362188,0.0,-4.663788920190537,89.90780675542072,84.6312270216829,,-2.8264664800198176
2025-07-18,18.0,90.74506876104992,99.79927252131566,12.772875265798362,9.0,87.98027504419969,18.0,89.20119013541577,81.80476054166309,18.0,89.55170722967641,83.20682891870561,18.0,89.0871710021677,81.34868400867079,1.7307825414553335,0.0,7.549089394854258,1.332594953564481,0.0,5.736844183976553,1.8609837311388988,0.0,8.152056934101171,89.96307001405013,84.85228005620054,,3.127994987999145
2025-07-19,18.0,91.02725744470239,100.08187705815234,12.679896688883318,9.0,89.10902977880951,18.0,90.74506876104992,87.98027504419969,18.0,90.2867237466777,86.14689498671079,18.0,89.84923685211533,84.3969474084613,0.3109686151602675,0.0,1.2829634074714713,0.8202022039280665,0.0,3.4384695960959055,1.3111080670902053,0.0,5.583237919190198,90.00233736713636,85.00934946854548,,4.099680310264034
2025-07-20,18.0,90.77140338688484,99.97800893968618,12.692368840493375,9.0,88.08561354753937,18.0,91.02725744470239,89.10902977880951,18.0,90.74583692940091,87.98334771760362,18.0,89.25778046590328,82.03112186361315,-0.281074114501334,0.0,-1.1484989050049355,0.028173697382749552,0.0,0.11623316523938776,1.6957882137342395,0.0,7.380725200848226,90.05279146450242,85.2111658580097,,2.874447689529674
2025-07-21,18.0,89.83210703051013,99.0837214681736,12.645172391321756,9.0,84.3284281220405,18.0,90.77140338688484,88.08561354753937,18.0,90.36241468674291,86.44965874697166,18.0,90.63914047372974,87.55656189491897,-1.0347932513186442,0.0,-4.265379185298091,-0.5868675135244916,0.0,-2.4537177539818433,-0.8903807328728086,0.0,-3.6869124403864917,90.02589034972843,85.10356139891374,,-0.775133276873234
2025-07-22,18.0,89.42268283063558,97.74016865773714,12.454993455894549,9.0,82.6907313225423,18.0,89.83210703051013,84.3284281220405,18.0,90.46148878257021,86.84595513028086,18.0,89.96957523999853,84.87830095999415,-0.45576599882656277,0.0,-1.942045922079938,-1.1483405434896898,0.0,-4.784591062997867,-0.6078637227130312,0.0,-2.57730139824891,90.00766060274967,85.03064241099868,,-2.3399110884563754
2025-07-23,18.0,89.46715865109022,99.13069132060818,12.468467068794517,9.0,82.86863460436086,18.0,89.42268283063558,82.6907313225423,18.0,89.73968469671885,83.9587387868754,18.0,89.90332952516019,84.61331810064075,0.04973662056066974,0.0,0.21514295371827252,-0.30368509377948216,0.0,-1.298380845478997,-0.48515541790685734,0.0,-2.061949035262667,89.993121573614,84.97248629445602,,-2.103851690095155
2025-07-24,18.0,89.15813371619298,97.14411556753738,12.541305525236332,9.0,81.6325348647719,18.0,89.46715865109022,82.86863460436086,18.0,89.20119013541577,81.80476054166309,18.0,90.44839866601662,86.79359466406648,-0.3454060009912663,0.0,-1.491637632851639,-0.04826888425751852,0.0,-0.21053258484079462,-1.4265205010295157,0.0,-5.946360234612236,89.95011274195322,84.80045096781286,,-3.167916103040966
2025-07-25,18.0,89.94631069079497,98.59853570500503,12.506710179050796,9.0,84.78524276317991,18.0,89.15813371619298,81.6325348647719,18.0,90.74506876104992,87.98027504419969,18.0,90.21116239872494,85.84464959489975,0.8840213918237749,0.0,3.862072767470237,-0.8802220122376414,0.0,-3.631532499091017,-0.29359083830373667,0.0,-1.234097683104507,89.94128435168888,84.76513740675553,,0.020105356424380716
2025-07-26,18.0,90.80283897904123,99.8359883415629,12.673918254705367,9.0,88.2113559161649,18.0,89.94631069079497,84.78524276317991,18.0,91.02725744470239,89.10902977880951,18.0,89.4356827428104,82.74273097124158,0.9522661704165936,0.0,4.040930993798919,-0.24653985186523508,0.0,-1.0073882129261857,1.5286473969929215,0.0,6.609190778128915,89.98685622622992,84.94742490491964,,3.263931011245262
2025-07-27,18.0,89.92916868406388,99.12826353701325,12.645657833573233,9.0,84.71667473625551,18.0,90.80283897904123,88.2113559161649,18.0,90.77140338688484,88.08561354753937,18.0,89.96454731873632,84.85818927494526,-0.9621618715897173,0.0,-3.961713481913487,-0.9278634805624852,0.0,-3.8246186586026965,-0.03932508496607978,0.0,-0.16676591840916188,89.9856769384075,84.94270775362999,,-0.22603301737447623
2025-07-28,18.0,90.15116145017414,99.95436385906225,12.826571847167978,9.0,85.60464580069655,18.0,89.92916868406388,84.71667473625551,18.0,89.83210703051013,84.3284281220405,18.0,89.8324165133868,84.32966605354723,0.24685290585766406,0.0,1.0481656264312855,0.3551674676356642,0.0,1.513389620886918,0.3548217326869274,0.0,1.5118994380218798,89.99630176963373,84.98520707853496,,0.6194387221615898
2025-07-29,18.0,90.6877984821521,98.82743258625476,12.756832237977571,9.0,87.75119392860842,18.0,90.15116145017414,85.60464580069655,18.0,89.42268283063558,82.6907313225423,18.0,89.12773355569698,81.5109342227879,0.5952635810183793,0.0,2.5075135909205626,1.414759221564199,0.0,6.119745859215264,1.750369794246165,0.0,7.655733264894837,90.04830393384891,85.19321573539564,,2.557978193212776
2025-07-30,18.0,89.7979523440838,98.52390051429732,12.618977304470734,9.0,84.1918093763352,18.0,90.6877984821521,87.75119392860842,18.0,89.46715865109022,82.86863460436086,18.0,89.6548618833814,83.61944753352559,-0.9812192521615026,0.0,-4.0562235029748095,0.3697375640190348,0.0,1.5967136158228756,0.1596014512726729,0.0,0.6844841238399013,90.05307361587234,85.2122944634893,,-1.0204850871540998
2025-07-31,18.0,91.01776572835979,99.05612555729614,12.795567360337644,9.0,89.07106291343919,18.0,89.7979523440838,84.1918093763352,18.0,89.15813371619298,81.6325348647719,18.0,89.90822983899177,84.63291935596708,1.3583977723701013,0.0,5.7954016824770305,2.0857682127873645,0.0,9.112210053246006,1.2340760032257148,0.0,5.243992043811274,90.09005814551794,85.3602325820717,,3.7108303313674895
2025-08-01,18.0,90.99604720374873,100.11146291107873,12.63212758111812,9.0,88.98418881499491,18.0,91.01776572835979,89.07106291343919,18.0,89.94631069079497,84.78524276317991,18.0,89.94252453425408,84.77009813701632,-0.023861852065099054,0.0,-0.09753347002124935,1.1670701164858244,0.0,4.952449170362572,1.1713287735140465,0.0,4.971199480230903,90.12517556783443,85.50070227133766,,3.48348654365725
2025-08-02,18.0,89.93444433065976,99.06373055597577,12.602381880160358,9.0,84.73777732263903,18.0,90.99604720374873,88.98418881499491,18.0,90.80283897904123,88.2113559161649,18.0,89.25888428816134,82.03553715264539,-1.166647239865204,0.0,-4.772096648747903,-0.956351869771288,0.0,-3.937790727111279,0.7568546793812247,0.0,3.2939872935378256,90.1476942359177,85.59077694367078,,-0.8529996210317421
2025-08-03,18.0,89.71123286799039,99.47775402587506,12.556595952685017,9.0,83.84493147196157,18.0,89.93444433065976,84.73777732263903,18.0,89.92916868406388,84.71667473625551,18.0,90.57583279152374,87.30333116609495,-0.2481935195470797,0.0,-1.053657387398721,-0.24234163315701718,0.0,-1.029010247401585,-0.9545591764233419,0.0,-3.961360520772983,90.11887423846659,85.47549695386633,,-1.6305654819047533
2025-08-04,18.0,90.34861902319516,99.44379830596141,12.680965117284599,9.0,86.39447609278062,18.0,89.71123286799039,83.84493147196157,18.0,90.15116145017414,85.60464580069655,18.0,89.94894847055428,84.79579388221713,0.7104864517274878,0.0,3.040785621813802,0.21902942773526224,0.0,0.9226488640849517,0.4443304334699416,0.0,1.8853319691588544,90.13219659022128,85.5287863608851,,0.8656897318955146
2025-08-05,18.0,89.82623752874058,99.33087384633583,12.58732405927127,9.0,84.30495011496228,18.0,90.34861902319516,86.39447609278062,18.0,90.6877984821521,87.75119392860842,18.0,90.01877653833029,85.07510615332113,-0.578184260149528,0.0,-2.41858747493805,-0.950029626732074,0.0,-3.9272899425731866,-0.21388760988961808,0.0,-0.9052660327815376,90.12577862323495,85.50311449293982,,-1.198164377977534
2025-08-06,18.0,89.42172239146633,98.6558131713825,12.557011102547,9.0,82.68688956586533,18.0,89.82623752874058,84.30495011496228,18.0,89.7979523440838,84.1918093763352,18.0,90.20032081916992,85.80128327667967,-0.4503307145029001,0.0,-1.919294830126217,-0.418973866103145,0.0,-1.7874895688996584,-0.8631880913866019,0.0,-3.6297752106707937,90.0998253423115,85.399301369246,,-2.7124118033806752
2025-08-07,18.0,90.6406193267615,99.48705716093507,12.658539986256692,9.0,87.56247730704597,18.0,89.42172239146633,82.68688956586533,18.0,91.01776572835979,89.07106291343919,18.0,89.60596187304816,83.42384749219266,1.3630881878556655,0.0,5.896445938139827,-0.4143656994656131,0.0,-1.6936876658351974,1.1546747918171008,0.0,4.960967324409982,90.13431392410195,85.5372556964078,,2.0252216106381695
2025-08-08,18.0,90.60822369363854,98.96456568960637,12.691012208846574,9.0,87.43289477455416,18.0,90.6406193267615,87.56247730704597,18.0,90.99604720374873,88.98418881499491,18.0,90.22817798656635,85.91271194626539,-0.03574074555489082,0.0,-0.14798865504617176,-0.42619819434773776,0.0,-1.74333672206195,0.4212051218952517,0.0,1.7694504036138259,90.14698211433769,85.58792845735074,,1.844966317203415
2025-08-09,18.0,90.07775580188178,99.22303253121586,12.488102955657752,9.0,85.31102320752713,18.0,90.60822369363854,87.43289477455416,18.0,89.93444433065976,84.73777732263903,18.0,89.81646267699091,84.26585070796364,-0.5854522582302901,0.0,-2.426857274368277,0.1593510387356334,0.0,0.6764938885586602,0.29091896641550985,0.0,1.2403274764123617,90.15569188516739,85.62276754066953,,-0.3117443331423999
2025-08-10,18.0,89.36856762313592,97.55937337687683,12.479608739438738,9.0,82.47427049254364,18.0,90.07775580188178,85.31102320752713,18.0,89.71123286799039,83.84493147196157,18.0,89.55170722967641,83.20682891870561,-0.7873066690356478,0.0,-3.3251889478371655,-0.38196470374975977,0.0,-1.6347571109606052,-0.2045071079111782,0.0,-0.8804066152763634,90.14958723161604,85.59834892646413,,-3.124078433920488
2025-08-11,18.0,89.38523687439131,98.97136409816528,12.65301651723245,9.0,82.54094749756523,18.0,89.36856762313592,82.47427049254364,18.0,90.34861902319516,86.39447609278062,18.0,90.2867237466777,86.14689498671079,0.018652252910311695,0.0,0.08084582576286525,-1.0662942712566736,0.0,-4.460387711683111,-0.9984711316092687,0.0,-4.185812488891005,90.11953766920648,85.47815067682595,,-2.9372031792607203
2025-08-12,18.0,90.05361464420957,98.97794505761213,12.639386884152167,9.0,85.21445857683831,18.0,89.38523687439131,82.54094749756523,18.0,89.82623752874058,84.30495011496228,18.0,90.74583692940091,87.98334771760362,0.7477496208434298,0.0,3.239011860570118,0.25312995592878806,0.0,1.0788316233338424,-0.7628143710106228,0.0,-3.147060452453454,90.09646359303343,85.38585437213376,,-0.171395795295453
2025-08-13,18.0,89.75006448274749,99.32265963677796,12.562916923846341,9.0,84.00025793098993,18.0,90.05361464420957,85.21445857683831,18.0,89.42172239146633,82.68688956586533,18.0,90.36241468674291,86.44965874697166,-0.3370771541613027,0.0,-1.4248763251291763,0.36718381451406046,0.0,1.5883634902948307,-0.6776602928532105,0.0,-2.8333261825253087,90.07605191956694,85.3042076782677,,-1.3039497472777697
2025-08-14,18.0,89.8294535339292,98.57229167025592,12.765735822375524,9.0,84.31781413571679,18.0,89.75006448274749,84.00025793098993,18.0,90.6406193267615,87.56247730704597,18.0,90.46148878257021,86.84595513028086,0.08845570378055445,0.0,0.37804194004706915,-0.894925254104928,0.0,-3.7055406278096337,-0.698678804811792,0.0,-2.911063607708053,90.05498407794556,85.21993631178223,,-0.902122176065447
2025-08-15,18.0,90.51098157753,99.69650512848351,12.535453923024095,9.0,87.04392631012001,18.0,89.8294535339292,84.31781413571679,18.0,90.60822369363854,87.43289477455416,18.0,89.73968469671885,83.9587387868754,0.758691071568629,0.0,3.2331390493772982,-0.1073215124902216,0.0,-0.4448765712688596,0.8594824947488977,0.0,3.6746472944003905,90.0806939739726,85.32277589589039,,1.7211504142296263
2025-08-16,18.0,90.36658965871128,99.50792305324975,12.540376996674958,9.0,86.46635863484512,18.0,90.51098157753,87.04392631012001,18.0,90.07775580188178,85.31102320752713,18.0,89.20119013541577,81.80476054166309,-0.1595297236888782,0.0,-0.6635358717817175,0.3206494813933425,0.0,1.3542627715383615,1.306484276192199,0.0,5.69844354083513,90.11954062474912,85.47816249899647,,0.9881961358486535
2025-08-17,18.0,90.6890713402488,99.73545641526822,12.86774112876246,9.0,87.75628536099522,18.0,90.36658965871128,86.46635863484512,18.0,89.36856762313592,82.47427049254364,18.0,90.74506876104992,87.98027504419969,0.35685941314753666,0.0,1.4918249669765515,1.4775930198203557,0.0,6.404439635424386,-0.061708500049262316,0.0,-0.25459079673476603,90.11767404405575,85.47069617622297,,2.285589184772249
2025-08-18,18.0,89.50468838831137,98.2388274704442,12.535252467968487,9.0,83.01875355324549,18.0,90.6890713402488,87.75628536099522,18.0,89.38523687439131,82.54094749756523,18.0,91.02725744470239,89.10902977880951,-1.3059820047046755,0.0,-5.398509962290876,0.13363673700155232,0.0,0.5788715421450208,-1.6726517958820852,0.0,-6.834634201137179,90.06692174217604,85.26768696870417,,-2.24893341545868
2025-08-19,18.0,89.82840421565665,99.00747264645757,12.551718286562952,9.0,84.31361686262657,18.0,89.50468838831137,83.01875355324549,18.0,90.05361464420957,85.21445857683831,18.0,90.77140338688484,88.08561354753937,0.36167471578791854,0.0,1.5597238623326293,-0.2500848294015756,0.0,-1.0571465561791338,-1.0388725259748988,0.0,-4.282193803278744,90.03548843646844,85.14195374587375,,-0.8283368832471751
2025-08-20,18.0,90.37949084773005,98.95435830076147,12.533208286172645,9.0,86.51796339092023,18.0,89.82840421565665,84.31361686262657,18.0,89.75006448274749,84.00025793098993,18.0,89.83210703051013,84.3284281220405,0.6134881687872129,0.0,2.6144608787038948,0.7013102092016332,0.0,2.997259201273783,0.6093409531561012,0.0,2.5964379007646254,90.05373456370911,85.21493825483641,,1.3030251360838179
2025-08-21,18.0,90.22403917050644,98.64172542307757,12.676135110510405,9.0,85.89615668202579,18.0,90.37949084773005,86.51796339092023,18.0,89.8294535339292,84.31781413571679,18.0,89.42268283063558,82.6907313225423,-0.1719988415131879,0.0,-0.7187024341810844,0.4392608671811793,0.0,1.8718968968627792,0.8961443724391671,0.0,3.8764022378523277,90.08044644170481,85.32178576681919,,0.5743709152066003
2025-08-22,18.0,90.76619019129382,100.46422265708662,12.761712613733883,9.0,88.06476076517524,18.0,90.22403917050644,85.89615668202579,18.0,90.51098157753,87.04392631012001,18.0,89.46715865109022,82.86863460436086,0.6008942026667796,0.0,2.5246811579443307,0.2819642537466027,0.0,1.1727807996829043,1.4519646759652227,0.0,6.270317093580946,90.12374749304492,85.49498997217967,,2.5697707929955698
2025-08-23,18.0,90.21026835295203,99.59487918269329,12.519988133329797,9.0,85.84107341180814,18.0,90.76619019129382,88.06476076517524,18.0,90.36658965871128,86.46635863484512,18.0,89.15813371619298,81.6325348647719,-0.6124767792612618,0.0,-2.5250592110237613,-0.17298573106457882,0.0,-0.7231543376050031,1.1800770080138578,0.0,5.155467184754081,90.15881864760355,85.6352745904142,,0.205798821393941
2025-08-24,18.0,90.92405455205278,100.04940581155918,12.715340078732348,9.0,88.6962182082111,18.0,90.21026835295203,85.84107341180814,18.0,90.6890713402488,87.75628536099522,18.0,89.94631069079497,84.78524276317991,0.791247174111076,0.0,3.3260823553613816,0.25910863164797515,0.0,1.071071825054326,1.0870305338247288,0.0,4.612802083913636,90.19141010964547,85.76564043858191,,2.9305777696291955
2025-08-25,18.0,90.27000890086157,100.12958098221964,12.604249662917313,9.0,86.08003560344628,18.0,90.92405455205278,88.6962182082111,18.0,89.50468838831137,83.01875355324549,18.0,90.80283897904123,88.2113559161649,-0.7193318142414973,0.0,-2.9495988189974898,0.8550619261751935,0.0,3.6874584586931602,-0.5867989196930767,0.0,-2.41615185548697,90.1736491070395,85.69459642815796,,0.38543917528831173
2025-08-26,18.0,90.53108372379432,99.45030933681134,12.699949435973084,9.0,87.12433489517733,18.0,90.27000890086157,86.08003560344628,18.0,89.82840421565665,84.31361686262657,18.0,89.92916868406388,84.71667473625551,0.2892154616041642,0.0,1.2131724672395983,0.7822464556430431,0.0,3.333646612658425,0.669321254202937,0.0,2.842014475211019,90.19371294169719,85.77485176678869,,1.3494831283886413
2025-08-27,18.0,89.83824252660777,99.48341838926304,12.465428929503025,9.0,84.35297010643109,18.0,90.53108372379432,87.12433489517733,18.0,90.37949084773005,86.51796339092023,18.0,90.15116145017414,85.60464580069655,-0.7653075260872555,0.0,-3.1809307836674794,-0.5988618834268156,0.0,-2.502362745996345,-0.34710470562192564,0.0,-1.4621586043117252,90.18328231091164,85.73312924364652,,-1.3801591372154292
2025-08-28,18.0,90.00714360594199,99.0956450089991,12.726194850283195,9.0,85.02857442376798,18.0,89.83824252660777,84.35297010643109,18.0,90.22403917050644,85.89615668202579,18.0,90.6877984821521,87.75119392860842,0.18800576968565075,0.0,0.80092534558589,-0.2403966465683971,0.0,-1.010036178300111,-0.7505473587431588,0.0,-3.1026580755761257,90.16059381503797,85.64237526015182,,-0.6138008363838452
2025-08-29,18.0,90.45547220191973,98.98864404707352,12.755348486428524,9.0,86.82188880767895,18.0,90.00714360594199,85.02857442376798,18.0,90.76619019129382,88.06476076517524,18.0,89.7979523440838,84.1918093763352,0.49810334826372316,0.0,2.1090726218381484,-0.34232789623452886,0.0,-1.4113158846935536,0.7322214378747471,0.0,3.123913657191224,90.18251114363248,85.73004457452996,,1.09184423314899
2025-08-30,18.0,90.80648908529653,100.81115808971163,12.676590916068234,9.0,88.2259563411861,18.0,90.45547220191973,86.82188880767895,18.0,90.21026835295203,85.84107341180814,18.0,91.01776572835979,89.07106291343919,0.38805489024835715,0.0,1.6171815112400179,0.6609233552124616,0.0,2.7782538528344114,-0.23212681763009613,0.0,-0.9488003674935075,90.17546858886371,85.70187435545486,,2.524081985731243
2025-08-31,18.0,90.36461847465537,99.89643574543297,12.629404715287917,9.0,86.4584738986215,18.0,90.80648908529653,88.2259563411861,18.0,90.92405455205278,88.6962182082111,18.0,90.99604720374873,88.98418881499491,-0.48660686597640224,0.0,-2.0033587799597408,-0.6152784102661624,0.0,-2.522930914976085,-0.6939078657774322,0.0,-2.8383861784980313,90.1544209645606,85.6176838582424,,0.8407900403791047
2025-09-01,18.0,89.95841411403269,98.89374500993118,12.580535760936817,9.0,84.83365645613075,18.0,90.36461847465537,86.4584738986215,18.0,90.27000890086157,86.08003560344628,18.0,89.93444433065976,84.73777732263903,-0.4495170427091577,0.0,-1.8793038660339545,-0.3451808531126699,0.0,-1.447930566684874,0.02665250622420068,0.0,0.11314803918760497,90.15521995733971,85.62087982935878,,-0.7872233732280307
2025-09-02,18.0,90.68866751476418,100.12111989600757,12.618582596766336,9.0,87.75467005905668,18.0,89.95841411403269,84.83365645613075,18.0,90.53108372379432,87.12433489517733,18.0,89.71123286799039,83.84493147196157,0.8117677572726079,0.0,3.4432249238678603,0.17406595004498815,0.0,0.7234892118691327,1.0895342930044016,0.0,4.6630589571208025,90.18780111223215,85.75120444892863,,2.003465610128046
2025-09-03,18.0,88.90401067186006,97.59256002204712,12.402218552236906,9.0,80.61604268744024,18.0,90.68866751476418,87.75467005905668,18.0,89.83824252660777,84.35297010643109,18.0,90.34861902319516,86.39447609278062,-1.9678939958110764,0.0,-8.134754955847157,-1.0399044198477148,0.0,-4.430107694223251,-1.5989268756440134,0.0,-6.688429245331395,90.139647500521,85.55859000208396,,-4.942547314643718
2025-09-04,18.0,89.28888274924657,98.632345541701,12.47341654812706,9.0,82.15553099698626,18.0,88.90401067186006,80.61604268744024,18.0,90.00714360594199,85.02857442376798,18.0,89.82623752874058,84.30495011496228,0.43290744082069565,0.0,1.9096550242670984,-0.7980042782382069,0.0,-3.3789152014509383,-0.5982158379082447,0.0,-2.549576406895415,90.12173567453786,85.48694269815142,,-3.331411701165166
2025-09-05,18.0,90.3408171118342,98.17935954037566,12.809001232727503,9.0,86.36326844733678,18.0,89.28888274924657,82.15553099698626,18.0,90.45547220191973,86.82188880767895,18.0,89.42172239146633,82.68688956586533,1.178124678233261,0.0,5.121672758106666,-0.12675307230677335,0.0,-0.5282312636137987,1.0278204174420713,0.0,4.446144849290756,90.15237216521678,85.60948866086713,,0.75377978646965
2025-09-06,18.0,90.00705417812657,98.49785892909193,12.695649415770765,9.0,85.02821671250625,18.0,90.3408171118342,86.36326844733678,18.0,90.80648908529653,88.2259563411861,18.0,90.6406193267615,87.56247730704597,-0.3694486549689513,0.0,-1.5458559626476243,-0.8803720033917828,0.0,-3.624488485354138,-0.6989858998545762,0.0,-2.894231264897973,90.13125332692896,85.52501330771581,,-0.49679659520955965
2025-09-07,18.0,90.30275682556208,99.82266238026179,12.735851426312355,9.0,86.21102730224833,18.0,90.00705417812657,85.02821671250625,18.0,90.36461847465537,86.4584738986215,18.0,90.60822369363854,87.43289477455416,0.3285327468337318,0.0,1.3910800854983751,-0.06845782136581935,0.0,-0.2862028268777128,-0.3371292975671625,0.0,-1.39749172832081,90.12107109799308,85.48428439197228,,0.7267429102760445
2025-09-08,18.0,90.03220376121597,98.91059636822811,12.641501087870676,9.0,85.12881504486388,18.0,90.30275682556208,86.21102730224833,18.0,89.95841411403269,84.83365645613075,18.0,90.07775580188178,85.31102320752713,-0.29960664973799345,0.0,-1.2553060684340256,0.08202639843086779,0.0,0.3479262842876141,-0.050569688665424994,0.0,-0.21358103069518686,90.11955269663756,85.47821078655016,,-0.34939574168627985
